Crop,Year,Mean_Temp_Max,Mean_Temp_Min,Total_Rainfall,Avg_Humidity,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Matter,Soil_Texture,Bulk_Density,Rainfall_Adequacy_Index,Irrigation_Available,Water_Table_Depth,Runoff_Index
Cotton,2011,31.28290410958904,18.7927397260274,1051.59,59.70589041095891,6.47258868146981,89.58345876353708,43.573292833367546,56.951860948002384,2.117527346054876,Loamy,1.3953744140946878,0.6023170583961914,1,4.649449061809625,0.3408754706909888
Ginger,2011,31.28290410958904,18.7927397260274,1051.59,59.70589041095891,5.5,80.97586354856561,28.66367403704126,77.85811387212269,2.2965042054307543,Clay Loam,1.185228866016628,0.7258654373750723,0,2.1548645758241363,0.6064048312545164
Sugar Cane,2011,31.28290410958904,18.7927397260274,1051.59,59.70589041095891,5.58252465024609,147.14234221772531,49.8038213326216,123.8973304820008,2.9083707436671125,Clay Loam,1.1743714724538488,0.7297027370181262,0,1.6663492435797684,0.8052419223387473
Yam,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,6.0313137412277085,94.02319639224127,21.936420644051744,109.49995232755523,1.9843071288959595,Loamy,1.303317906992149,0.5204921227936384,0,3.52669223855885,0.4947399791141609
Cocoyam,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,5.5,87.91031947043047,26.112272536842266,80.6170783534694,2.792237266222177,Clay Loam,1.2197710644301234,0.6731372240567897,0,3.131828858292285,0.5111360331314762
Sweet Potato,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,5.894274199778582,60.906125452052606,35.44475298483683,91.2834550926428,2.6152626767387885,Sandy Loam,1.2930811119039125,0.7869021525289392,0,2.438569986423366,0.6116809948608413
Maize,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,6.027592777343637,116.8335317312332,35.32140009547732,69.90202581722468,3.1009428208384118,Sandy Loam,1.420440496645011,0.5740408648636395,1,2.7899065914520715,0.3341588879667004
Sorghum,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,5.776308889599413,63.17778724649263,22.61127611035347,52.82196502811335,2.1222284341259328,Sandy Loam,1.3596175691333794,0.3496857046881894,0,3.830929234683696,0.1960835830365942
Rice,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,6.439694630676466,128.80285640700404,35.70817774444019,80.75804558193727,3.851446218228517,Clay Loam,1.3168553689652114,0.7803405548731245,1,1.0966648466897169,0.7352011560042665
Ground Nut,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,5.932267109854039,101.9045562580998,33.39798874467338,54.58270630790311,1.7859695625355327,Loamy,1.2709205201739668,0.522727643025233,1,2.540674026757901,0.3648562042953172
Cowpea,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,6.020258461406377,47.075709398954494,22.07853347313145,50.85071840050651,1.3889852681934536,Sandy Loam,1.4270862924540697,0.2503113357058428,0,3.297929616623966,0.2687260309721572
Soyabean,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,5.772575544135963,59.33702270397228,33.08229294790988,53.97059832948503,2.2833356903310142,Loamy,1.450909803446053,0.6145705133482188,1,2.616101217447936,0.4695849513109547
Tomato,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,6.0366851826424455,111.4947704763146,40.27343103942288,76.74502803207488,2.853626179575723,Loamy,1.1269848849910895,0.6269065469791322,1,2.486126045045288,0.5170660499639839
Onion,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,6.333276776912959,93.95829215060562,34.74199826197091,77.10752742512305,2.1901915755717725,Sandy Loam,1.294217332117067,0.6696206364813418,1,2.893685893014608,0.380514495848429
Cotton,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,6.054701926773309,71.3920388272064,42.719720446626624,68.30345163420499,1.179767369988037,Loamy,1.4403950489026378,0.7048956094945346,1,4.275250246407039,0.2903786920930374
Ginger,2012,30.363387978142075,18.92530054644809,1653.6,64.28467213114753,5.912709405503701,95.82275569767232,41.169595111590056,84.36275447196026,2.9643519841948844,Clay Loam,1.2557868229769906,0.8101252023638206,0,1.9006583837044837,0.6410720129796101
Cassava,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,5.919808393024359,64.37696286273895,17.874287066711965,81.77779604433569,1.8086591498485445,Loamy,1.3859802111359918,0.5531111309445169,1,3.692161199238292,0.4455140824571063
Yam,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,6.112491875062017,90.68310916762218,30.93227157384714,102.92424653790296,3.067869019532015,Loamy,1.2577210369298926,0.539347409125833,1,2.693005577887245,0.4920659308976494
Maize,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,6.1194880163311804,88.96690918919437,31.69106767615806,71.95973256886978,2.6466392984387395,Sandy Loam,1.356061285123103,0.857335980324986,1,2.9752681451737835,0.5977309596838133
Sorghum,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,6.755683455352681,98.59921286021049,32.26216667398112,55.94445459703096,1.8180360641017932,Sandy Loam,1.3891025935225545,0.5059218434014489,0,4.404891695299963,0.2750940663571692
Rice,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,5.99595083257862,108.25120061495645,35.2448755694038,75.28961694381677,2.994453233065322,Clay Loam,1.343422564932785,0.8011143433530358,1,1.1631833935313105,0.5779579863260208
Ground Nut,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,5.68268672131323,76.77938483794324,29.426317792665504,61.85639949886109,1.882235943433315,Loamy,1.367809459031085,0.5475874912889998,1,3.1912048730920253,0.3515664351083129
Cowpea,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,6.246763473630956,61.50813773895736,27.01994911592183,36.31149395101605,1.8811962708180483,Sandy Loam,1.413632186345264,0.5398084760767855,0,3.883226104106528,0.3272648390186701
Soyabean,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,5.833746905008693,52.69135683566045,36.32877597085061,45.147753579364114,2.5865426961503712,Loamy,1.3211686123714277,0.6055639588076057,0,3.2462256320040748,0.4370337614525884
Tomato,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,6.262659078501427,113.41189901906192,32.79822155766534,77.81555778747564,2.3057095814657824,Loamy,1.2658675643149255,0.5926337993119764,1,2.615667457563127,0.4831134759500569
Onion,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,5.712098962836067,115.68571305138914,36.32749382079525,78.07897563459338,2.351213954655353,Sandy Loam,1.3197209268526269,0.5453141058759607,0,3.7821200559643575,0.4446438777560008
Ginger,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,5.5,75.71020118526528,35.625273444195216,93.10907565598004,2.787896952651024,Clay Loam,1.2976116499664807,0.7173797383827201,0,2.0449040062994737,0.4923922403066688
Pepper,2013,31.60410958904109,19.352794520547945,734.67,62.19920547945205,6.059058370760737,87.21560630238766,31.73335383713144,81.80284973559641,2.262138150321297,Loamy,1.3005310863425816,0.5456575228866235,1,2.5876012179992727,0.5510635222851282
Cassava,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.321539973998623,77.59882794248423,36.82727120140548,98.5765962320202,2.1678908920136326,Loamy,1.380284239982749,0.5087154217322836,1,2.888429736787618,0.3942494175125202
Yam,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.251410484356992,94.38187446132773,32.024908554804774,98.08073764043888,2.38590307103225,Loamy,1.4452780559051808,0.6606430227691897,1,2.5222614404198724,0.5893836665270502
Acha,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,5.565305515283527,40.104394312975344,16.217348136994865,39.90491896048656,1.4339052083958457,Sandy Loam,1.5009787292402184,0.3945022782579144,0,4.617567723616089,0.2705635207826622
Maize,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.209668891323213,84.15452064298869,39.58930973527388,61.97976508289753,2.0208488429644604,Sandy Loam,1.3271783527482512,0.7503992988582688,1,3.594508265553776,0.4865402575323027
Sorghum,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,5.756443402889772,86.26329878740277,38.610780985063165,59.85189491206088,2.689417539874917,Sandy Loam,1.484084974551476,0.2349030191606987,0,4.852302548793913,0.3898837096162542
Millet,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,5.784046737481588,72.96984673233186,29.12986104220459,52.97938952755903,1.8105790655915184,Sandy Loam,1.3914347238884914,0.5591506851922462,0,4.157552223750314,0.331339599201212
Rice,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,5.861808368712064,123.75739275518816,30.88378020427592,83.22718560338089,2.920109796802966,Clay Loam,1.0869500371857717,0.8996868153998103,1,1.2502933280687314,0.7514178207894034
Ground Nut,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.317136667865674,83.46448209496975,27.578829635668743,53.38215245158142,2.2641939732202667,Loamy,1.279433958235782,0.342660976759185,0,3.235707778193202,0.4930406771092702
Cowpea,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.103085486870539,49.55980222737208,30.06764459674649,48.11607908544703,1.866301585092751,Sandy Loam,1.25904456552819,0.4857312405919651,1,3.523888477859514,0.3417912701820882
Soyabean,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,5.67108795339118,67.32253697161003,28.46165267190609,65.72917239101804,2.2337091201400328,Loamy,1.3253940561171085,0.5828559134004209,1,3.3164659088777557,0.4696302630311958
Tomato,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.297225190818439,114.3960870994802,42.66291656887737,83.91239851543142,2.94566668001737,Loamy,1.3012892865432686,0.5092488305282179,0,2.58116920834052,0.4937185013998941
Onion,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.184475315875105,91.42778298368358,41.87317026714668,83.61540549889047,2.427252313014192,Sandy Loam,1.4673506118592698,0.5222183312409124,1,2.193702354001107,0.5208082050814631
Ginger,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,5.596923399908213,117.38929413373708,33.36534764210958,96.90143991711112,2.787799540955789,Clay Loam,1.2928849161634914,0.6311539323627336,0,2.9190020805320245,0.5326525388558511
Sugar Cane,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.28350288665226,137.10749381367685,44.5833225075674,105.18535433736996,3.21209087967766,Clay Loam,1.2046629629833794,0.9426589310396536,1,2.3387633019286564,0.8240752346328653
Garden Egg,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.209299856748785,63.08696502797351,15.03493063972371,59.56864737267292,2.017484490854507,Sandy Loam,1.4180583906828443,0.663567839314746,1,2.693605654757807,0.3971889434548959
Okra,2014,31.55893150684932,19.624356164383563,1176.85,60.19569863013699,6.37938403573486,86.5655360863383,25.90244943466284,60.08814680547256,1.3094236505793244,Sandy Loam,1.2152205283694482,0.6771555094994159,0,2.806149220032008,0.2998457428517366
Cassava,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,5.848234743033208,65.25318329772679,26.7371592430342,90.97676098548833,1.7454426813404345,Loamy,1.3764930190675997,0.6521672064043235,0,3.3429326953624527,0.4089673090437553
Yam,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.107236287244636,94.44501524490944,23.761084090175757,90.7238825937344,3.3467497069778096,Loamy,1.3539605635720875,0.537094822878277,0,2.967228394993512,0.4455158674020095
Acha,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,5.699379029421069,59.26876463205923,24.897233911794903,40.12255087129471,2.0934903140503853,Sandy Loam,1.3364989627954111,0.3675479733720226,0,5.395126563603698,0.3004386129393234
Maize,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.592663538136708,90.15181217977948,27.84929311019684,73.9839863299636,2.4003855841774486,Sandy Loam,1.4300627830244852,0.6489374561227917,0,4.005102269383174,0.3977900816558087
Sorghum,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.056247728646413,91.56051355093186,25.799777566515083,71.60914886236033,2.27296708891673,Sandy Loam,1.423694748524609,0.3777872191108055,0,3.8938316635035695,0.3187671596749654
Millet,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,5.944302307000855,74.12780926936499,25.522962309144365,61.71489578259645,1.893375046363061,Sandy Loam,1.390929846026944,0.5212998430172389,1,4.021021653276928,0.1677321488338128
Rice,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,5.668099507798192,132.33090239991736,48.64763973439669,101.53182457511556,4.431552323382095,Clay Loam,1.3006225492885028,0.7807739681473492,0,1.0862042315956415,0.6638154944600738
Ground Nut,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,5.641138012775799,98.96792982653947,22.8206892441028,53.8612194968956,2.535872473430373,Loamy,1.508948500046308,0.5125179192450403,1,2.6345349800290405,0.230328447135973
Cowpea,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.243757746718259,53.03689507197704,29.65265500861984,50.23392382032407,1.86162472255577,Sandy Loam,1.4027306378540945,0.5910959968203492,0,3.783436513563101,0.2349658305908566
Soyabean,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.606872008571247,57.4626383564251,32.05116530509793,56.28339404016846,2.013337867819872,Loamy,1.3673754410410237,0.6644263311486039,1,3.897278931758894,0.4732290259301008
Tomato,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.1783969635259,96.65728355561716,34.110948093712295,106.89802933217672,2.057421471896971,Loamy,1.267844737032183,0.613903383418092,1,2.2929554803855314,0.5550060111055583
Onion,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.601059869367608,90.21027658041474,40.31051737131635,72.72531543180364,2.261039090760167,Sandy Loam,1.2905108941374646,0.7159329803364248,1,2.8895151806555592,0.4497820293249475
Ginger,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,5.90849080751429,94.07477948703075,38.99529847786735,81.60278157819224,2.6974597018862787,Clay Loam,1.3281235071580972,0.6335149337920082,0,2.293430841570899,0.512311669980955
Sugar Cane,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,5.906464073618462,135.11727962224967,40.79848185988844,102.80728825467172,2.788873145201163,Clay Loam,1.1600741321863792,0.8631154924860984,1,2.1565179820344254,0.6761830915086416
Garden Egg,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.0084186816525245,77.7669079933002,28.279208339960075,43.13272992983136,1.906028134727242,Sandy Loam,1.3650096366053577,0.6293101257968383,0,4.263466212936811,0.3997478222636602
Okra,2015,31.135068493150683,19.172575342465752,1342.28,58.95564383561644,6.56141096993979,88.27183249036024,28.45874561255296,56.31971484823468,1.6755355989156815,Sandy Loam,1.3365639787264418,0.519045356068601,0,2.73456561353984,0.318914471756522
Cassava,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.089252188267015,75.13001891877907,28.56758672625624,82.40867338446301,2.7061424905217697,Loamy,1.3935285878022476,0.6126133022242117,0,2.955280278740889,0.5052378811237006
Yam,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.669393096744202,102.4424089258878,33.31065337260523,101.8047254377145,3.15265590277978,Loamy,1.3233563473700864,0.5248886423614697,0,3.322080438534536,0.5701889832460537
Acha,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,5.5,47.88274533409635,24.75805044843605,41.7087798788858,1.5976082076050149,Sandy Loam,1.512627796098053,0.51240270192069,0,5.409134893775787,0.2367421495702201
Maize,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.546570751312567,132.64202999907542,28.810922505865754,85.00936671372709,3.0919776555560103,Sandy Loam,1.3142988520801675,0.581509786355701,1,3.923353662868017,0.4521508671195625
Sorghum,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.226114120471451,87.50800817318007,38.665166873281336,67.60339070548841,2.1232104922942856,Sandy Loam,1.381108754529464,0.447727697948096,1,4.350356911195578,0.3645867965563286
Millet,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,5.91029779486024,61.42842443583717,17.19164880190999,50.96167441036318,1.541614739601521,Sandy Loam,1.3514865398952385,0.554900922583689,0,4.284424745527764,0.1570785592102996
Rice,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.027528232960651,103.93661252908332,39.0892894297865,71.01585328651642,3.809249630907863,Clay Loam,1.214456539193911,0.7436525047565793,0,1.6771964492076927,0.6802258093983522
Ground Nut,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,5.5,84.82472415243186,32.94158603242288,63.93535337205205,2.361673013105398,Loamy,1.3764110345131395,0.409153870363644,1,3.554351790291454,0.3522611026401541
Cowpea,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,5.934098433648747,53.21229771739319,26.12396747094013,37.07860075787615,1.588826153702063,Sandy Loam,1.4429892031651743,0.3643370826476096,0,4.210241090598682,0.269902799406305
Soyabean,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.3071337714535245,72.14000494092092,28.88650240089703,67.82021136098048,2.242898396574917,Loamy,1.2854484273075664,0.680600995134564,0,3.253637015553649,0.4003229794979831
Tomato,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.643368213422455,117.09856436860318,38.75126649785635,96.79440120721289,2.349752698646097,Loamy,1.3608724144073965,0.5219570647503717,1,2.9266698758356617,0.6258380568794666
Onion,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.144518934517905,99.12605304811753,35.53499532670584,75.77741913105766,1.785160080710699,Sandy Loam,1.4448946501163469,0.7754794181984365,1,3.267718236178269,0.4648590002886906
Ginger,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,5.557451919132044,84.83847538317914,35.053176215278945,72.86865470909123,3.370471019012657,Clay Loam,1.298940443225659,0.5534456473693022,0,2.852863596415011,0.5400174707152042
Sugar Cane,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,5.949472886924639,107.27729162971204,50.94721467914717,126.24646848998496,4.454708320235065,Clay Loam,1.3513757068790646,0.9387519457803026,1,1.9946129662768928,0.7258066225084927
Garden Egg,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.174620635310623,70.53485047932979,29.42806194386019,57.19822108323167,1.6804297278542577,Sandy Loam,1.30583475606275,0.5911017467202618,0,2.916440959841573,0.4979548805610201
Okra,2016,30.29224043715847,18.97243169398907,1495.63,65.97814207650273,6.198625332897905,88.56398794323472,27.228361618957383,68.66471418381423,2.168890771007171,Sandy Loam,1.282874170768201,0.5403286888129608,1,3.0733568432166614,0.4647243578038939
Cassava,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.941071938869888,77.14093744130204,32.49799937716625,74.05572341205632,2.004807229263452,Loamy,1.2354895825767005,0.525508091319105,0,3.803254483254179,0.4041741258944122
Yam,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,6.353980229934007,70.05113465545614,31.536497604383047,92.80749972455472,2.6051498464941214,Loamy,1.404723101804243,0.6899136114352071,0,2.3915321645063816,0.448245057783554
Acha,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.629123264804412,51.385447406809455,22.43858635651688,40.026218498590914,1.4222818227283394,Sandy Loam,1.485805595944784,0.4162365297575151,0,5.221203985323741,0.2918933988168154
Maize,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,6.590593497159866,104.62380855674604,38.14814420961806,70.37584475011793,2.1544036921280734,Sandy Loam,1.346109073036268,0.7103301882016522,1,2.80333059383632,0.48147883083374
Sorghum,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.9893840718367946,69.3937107655864,23.85502494538964,56.39947622816605,2.114556488383448,Sandy Loam,1.419597803842387,0.511422764866204,0,4.01724689376089,0.4126635254019412
Millet,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.90170135602067,71.53725105945527,22.759275839212123,59.35994952643249,1.5507149650766887,Sandy Loam,1.3412157666891136,0.4650301761461877,0,5.267071117564379,0.3444620261177378
Rice,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.882367554060353,120.87313077669,44.48376163073957,69.32379570617405,3.308182730311936,Clay Loam,1.445660158369346,0.7709110230228916,1,1.557329720405971,0.7839642172255468
Ground Nut,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.560945515560364,68.57029702169376,33.05185132716733,58.86096411982965,2.184928567165259,Loamy,1.359045482738266,0.5443054376278933,0,3.0232182740780744,0.3625335351907602
Cowpea,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,6.088836083119372,57.86229888278626,24.916393624143407,45.72177379027139,1.828315585940077,Sandy Loam,1.3976576356223425,0.5507801768892059,1,3.1200719295100403,0.4090436439380596
Soyabean,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,6.278316581653967,70.60784526368235,32.58663691654391,58.60107183841125,2.0277309013875207,Loamy,1.4008036636729084,0.4489831607343374,0,3.3731267830136105,0.433831972328468
Tomato,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,6.201534036992738,126.24576864762916,47.66598937473055,92.11614878088888,2.469291467772667,Loamy,1.33367064622157,0.5151814577894287,1,2.75819367245643,0.6452682610837686
Onion,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,6.229623859987456,112.64562462441884,35.04214305582085,69.87822117345918,2.4266173677477267,Sandy Loam,1.3656718816995392,0.6743264094022715,1,3.665301889322184,0.3717568527337302
Ginger,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.5,78.46796758451491,40.73548690585019,74.65885829264377,3.2003668750497525,Clay Loam,1.2146667881188282,0.7336692350502353,1,2.1768887060188,0.7015174662215674
Sugar Cane,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.973806403170392,115.93262440127316,43.58465143296274,125.33212186278212,3.0112223776007245,Clay Loam,1.2530027849995198,0.8071211664553124,1,1.8657450982991817,0.6958328626770118
Garden Egg,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.79718564504197,80.1503526720866,27.12927518709112,60.32619808385714,2.129799691628768,Sandy Loam,1.4917417147532523,0.5718433933065392,1,3.1246918418553777,0.3544007397469886
Okra,2021,29.51841095890411,18.557123287671235,2435.83,69.92021917808219,5.859316819233514,85.1378595091221,34.39510740794876,54.76059424410413,2.225416137011537,Sandy Loam,1.4641794032308486,0.5847581705361672,0,3.7887266398817374,0.3661279916161975
Acha,2021,30.283012059966097,18.807459224897123,1883.21,60.578892298138186,5.88384777177025,72.76877691415196,35.47732425589818,43.65212948443321,1.9177333702018755,Clay Loam,1.360107481739092,0.572400999965982,0,4.3596105997372145,0.3436066257947583
Garden Egg,2016,31.20391587543667,19.385051149599487,1125.05,67.49748214646412,6.2566133031546975,66.94409502745282,29.101965603081453,58.306488771079415,1.9834602404733397,Loamy,1.43154093655839,0.6732104164882209,1,3.5624781687437537,0.42765903846450826
Ground Nut,2021,30.060178398524286,18.935485197319203,1872.18,65.97994940423017,6.175223760799114,53.62828873971529,22.86364110622614,46.53358974521578,1.7335418835633627,Loamy,1.430277119489243,0.6477929565189458,0,3.738504116294246,0.37168998566693867
Garden Egg,2012,31.14624959913956,18.635506135365027,998.43,59.42299564428923,6.350751015410057,81.05111365375382,30.543136451750186,60.14873098192711,2.4470801782419174,Clay Loam,1.3060023453324359,0.5667561907072631,1,3.940791817864495,0.31307140923681526
Yam,2016,30.69245437666027,19.308766071358264,1087.32,69.49435623578577,5.850420890589772,80.16046214999837,35.439284757668915,96.62546166791921,3.2678361917467402,Loamy,1.4008611926229946,0.6043670450041132,1,3.6886149138729873,0.4592380558478022
Acha,2016,30.834330628182407,19.022839631883098,1053.02,60.278911232045274,5.750526376958069,94.77297173689736,30.03576711117701,65.30416294283192,3.308105702436181,Clay Loam,1.359909743665021,0.5527201301629798,0,2.5113025596355083,0.5529229283278645
Cowpea,2011,31.048793032843317,18.724878213765432,1083.38,58.9571688306747,6.407004927019711,129.74094441677062,46.85316779658011,117.52030361929273,2.373394590827371,Loamy,1.150015679164722,0.8763053817776765,1,2.250475509978834,0.6849923644228487
Garden Egg,2016,31.067609088397987,19.235548194090992,922.38,61.78427559852561,5.613921000301954,64.3534259849003,19.473271327575105,50.13971492511401,2.3171775991584616,Sandy Loam,1.5119948942400292,0.4249962443768869,1,3.7034707792999644,0.3276571914100571
Soyabean,2021,30.425151406617125,19.179781075081102,2023.61,62.906520859649305,6.0403617330135955,93.52816110266754,39.67982971782905,86.07202396852301,2.4958992231346375,Sandy Loam,1.2107303817536132,0.8675214603943422,0,2.501105914146102,0.5773466055990487
