Crop,Year,Mean_Temp_Max,Mean_Temp_Min,Total_Rainfall,Avg_Humidity,Avg_Wind_Speed,pH,N_kg_ha,P_kg_ha,K_kg_ha,Organic_Matter,Soil_Texture,Bulk_Density,Rainfall_Adequacy_Index,Irrigation_Available,Water_Table_Depth,Runoff_Index,source
Groundnut,2015,30.996493263104043,19.37019743453601,1484.84,59.51360563820698,2.2034619814938847,6.27657693462154,77.84221889518108,34.50818292176848,114.22026880219394,1.692329383147698,Clay Loam,1.2482066864524242,0.6324398066591863,0,4.29540819678634,0.44888045055962555,gaussian
Yam,2013,31.132519605270122,18.980679834440462,1030.53,59.07543943013671,2.1800922344461,6.2945826875889646,92.35588492723062,38.336279229763846,81.19869931054751,2.6209475224902676,Sandy Loam,1.3850482164228708,0.774421601158723,1,3.0495524019236235,0.28699696864812424,gaussian
Sugar Cane,2015,31.24475754667527,19.18826272314149,1099.83,59.782658950405434,2.1556176774477653,6.26024901064527,97.87080929036088,32.2788115194583,50.48393404595097,2.6744521549596127,Sandy Loam,1.4647755631413564,0.6878499622578191,1,2.485760053671246,0.3575759588451751,gaussian
Millet,2013,31.325677315813945,19.13890954833945,848.62,64.45077559960035,2.0372730723983037,5.695312811168667,46.48274184536166,20.68935723156639,41.60844876052299,1.246960780209469,Sandy Loam,1.4105186494296909,0.28062421223628053,1,3.8370425566977353,0.2163230000483744,gaussian
Okra,2016,30.145662194554262,18.575930300568537,1891.26,61.42997867230133,2.2625351260838436,5.791309695065016,51.52294027254885,32.6215632633463,44.284829344570525,1.7481797430506796,Sandy Loam,1.3799982987875505,0.4805840794294838,1,3.838765828702698,0.23806187018429337,gaussian
Groundnut,2011,31.60410958904109,19.485689447500842,968.88,59.26753696299985,2.2044214785827574,6.150151270290725,47.19463604485016,24.749334342416972,49.52948325585836,1.851565716831211,Loamy,1.4856365035180423,0.5838054039505405,1,3.7368680810556896,0.3486282101180798,gaussian
Soyabean,2014,30.47023116225793,18.845506357263915,1508.07,65.98407426767852,2.131294395260835,5.877744316431785,70.89065365198373,32.25320035447555,69.191409522269,1.8846110716952689,Sandy Loam,1.447487187729,0.3929968432044646,1,2.974497622724158,0.22414488096949953,gaussian
Maize,2015,30.395826524332286,18.765382140478156,1616.96,61.63563314803382,2.209447644804253,6.458887620034966,53.74452141740826,17.341488193620933,61.80339683051238,1.274643783910454,Sandy Loam,1.359339874190106,0.5502374938936896,0,4.695141720633085,0.30765015279765684,gaussian
Tomato,2015,30.38214556752748,18.91774680173307,1488.98,62.78098115785137,2.119411877655262,6.303683777487034,89.73993756972455,39.134291722932446,102.1989435305329,2.5766604863181466,Clay Loam,1.3126930571713114,0.8560687256421557,0,1.8184374238410292,0.5682536710377788,gaussian
Millet,2021,29.51841095890411,18.691410363968412,2031.52,69.92021917808219,2.035999253622044,6.177705392810207,65.61743553448827,41.50415205798396,54.90764293660386,2.2171145748321086,Sandy Loam,1.514532672218635,0.7304764765005292,1,3.470953467391805,0.467074188060887,gaussian
Onion,2021,29.51841095890411,18.557123287671235,2105.59,66.12502721456553,2.1461713300287495,6.4188250358144145,112.67312822180313,37.963982801659114,76.86486389823645,3.0783713261549446,Clay Loam,1.3018177409910467,0.5303508361944713,0,1.9137338243555426,0.6375115745592368,gaussian
Yam,2013,30.70696337890036,19.244271517200094,1401.8,59.47304959844096,2.148586806013654,5.819122726790759,53.587483811147024,26.701628532210165,49.867227977207335,1.3425269306872085,Sandy Loam,1.4427042599765283,0.43634790503336873,0,4.046721743996603,0.1570785592102996,gaussian
Rice,2016,30.363058859434425,18.871202234722862,1681.79,64.38464734638258,2.1605682317006103,6.22249620500262,65.79845554884925,29.878805190198023,62.08202611210502,1.3691179645946772,Sandy Loam,1.458562383522284,0.4323954621338366,1,4.35873530908389,0.294159575749876,gaussian
Sorghum,2016,29.551814085687624,18.588654148981185,2435.83,59.778075921447964,2.339780821917808,5.650356240161576,111.32018287715476,39.277390837757466,91.57650194920046,3.141026544276513,Sandy Loam,1.3510666603453774,0.8331749598108393,0,2.502054980882434,0.6596857143595637,gaussian
Groundnut,2013,30.578311528806744,19.156425710263278,1634.67,69.92021917808219,2.044779241467372,5.708402821768308,90.96420577858174,39.22339054232786,84.84116238361617,2.375610016551871,Clay Loam,1.2964483058004443,0.48143641684375194,0,2.6279793767439905,0.5746655725851284,gaussian
Acha,2011,31.60410958904109,19.47617650124222,1082.98,60.0192832426714,2.16326308785308,5.662707724408186,118.09742749650786,38.20128658145558,93.63207795511372,3.4003525074033023,Sandy Loam,1.326730573237479,0.8388048542931026,1,1.8342848669613439,0.6587901653671432,gaussian
Rice,2015,30.038458846536802,18.86201852794227,2028.01,66.34688045866572,2.1454579590551552,6.579791056695259,87.43807010970656,28.149794723455685,73.3021720347219,2.022514004653438,Sandy Loam,1.2857709369700825,0.4345626312689248,0,4.220038721953603,0.4220970030674089,gaussian
Sugar Cane,2016,31.316976594239645,19.272375335208615,1134.64,62.000164355671345,2.1353982050552007,5.884326176977394,69.57409651667884,29.911827050044153,60.0121062159443,1.7883527750085557,Sandy Loam,1.3262530814494677,0.7294657305105021,1,3.1311966820523978,0.4147153566528902,gaussian
Onion,2021,29.51841095890411,18.57532100134589,2435.83,59.71187938328167,2.339780821917808,6.236205061950818,72.21103970141652,27.935676877759576,57.23010085341674,1.563997379313312,Sandy Loam,1.3966098482540457,0.6275800137955532,1,4.888043939225291,0.27812540982907547,gaussian
Tomato,2012,31.421911587793996,19.374437185923668,860.53,61.15910671163166,2.0474156836145303,6.0636054076495105,128.1709547368257,44.86697653122812,101.37193956383855,3.2817134418575664,Clay Loam,1.2958436647145286,0.8127674141598602,1,2.0803591741009484,0.7026840417386432,gaussian
Ginger,2013,29.51841095890411,18.557123287671235,2435.83,68.2543329611572,2.1643328147612544,6.069292110733855,76.68317950932993,42.9102043733197,90.29998109566716,2.6266998881206596,Loamy,1.2443974608849493,0.6820557039443385,1,2.4402728612147264,0.49983821052796773,gaussian
Ginger,2016,30.257321519823545,18.726163989815994,1842.39,65.80941958765878,2.192192783691425,6.506293131458668,59.11165194486637,32.90481107065068,54.92031519431752,1.6775154851377085,Sandy Loam,1.4688976591348277,0.5357942516485714,0,4.720337942713172,0.29201534042122784,gaussian
Sorghum,2021,29.889897257894717,18.838747109453777,2336.27,68.81857082797278,2.1690179142497756,5.851811402977951,49.49300874634484,34.44824078517189,65.45131726003257,1.8254508625377275,Loamy,1.4035691733516753,0.6080923334698403,1,4.318974036451497,0.3868159380905526,gaussian
Sorghum,2013,30.56690236626753,19.152293653755763,1295.44,69.87023866877375,2.0257799900949505,5.5400457163632595,51.917787934473814,20.94291418964373,49.21035009742875,2.1196470047229643,Loamy,1.4229857723713002,0.4835836247928027,0,3.1193513623496045,0.5017676105332575,gaussian
Sorghum,2015,30.24703432403853,18.87350004170603,1666.53,61.850561434593544,2.149188053561374,6.24268537198112,117.77785206501795,29.661661254533215,93.02519018765263,2.356114002422909,Sandy Loam,1.3182862899566776,0.5226576207153641,0,3.224032118496485,0.30214291056028353,gaussian
Sorghum,2011,31.60410958904109,19.481603960633063,858.3,60.74246769773245,2.116243594712023,6.303269559281074,88.83840401153667,27.379583720545313,70.58564267999165,2.6706951937709706,Sandy Loam,1.2952112078767335,0.47644590749633675,0,2.846349146483206,0.32785572390725765,gaussian
Rice,2015,30.612609039134778,19.069621866204788,1602.69,63.44744875750856,2.1526166409919867,6.659629709690802,138.68382076894972,40.02796092378719,112.13732005680343,2.029837836079424,Sandy Loam,1.3659319746332437,0.5033335216609727,1,3.07105141525372,0.503102190697849,gaussian
Onion,2015,30.631467185161924,19.0909509561946,1624.2,62.4771725247496,2.1572401049099605,6.073898408500007,75.19845464456019,35.990987853460354,55.47622367557161,1.662226287641849,Sandy Loam,1.4019596015742652,0.5766893184845001,1,3.88406730018184,0.2534518086972982,gaussian
Cassava,2014,30.84907064691325,18.89380524071538,1167.53,60.34844269436428,2.1427362981669327,6.39500185666108,88.62382354718468,34.090633148538714,54.7759631907411,2.7013418289673847,Clay Loam,1.3696511906919289,0.43731291755692325,0,3.7690728328768515,0.43452092177079316,gaussian
Okra,2013,31.60410958904109,19.31954846197492,1359.39,58.95643745458198,2.339780821917808,6.45294928303924,52.24938027509374,32.47891811329643,53.415810179012595,1.3214253599924803,Sandy Loam,1.3690170265022812,0.4244067007155934,0,3.6175612789264022,0.3000960938961394,gaussian
Soyabean,2013,31.275872577559788,19.054248783569914,1145.74,59.042662881910005,2.2700286372840917,6.361972540058151,107.67735273875124,41.139170051667875,77.67111571751485,2.8392567513331715,Loamy,1.4090917103835994,0.7602907394031186,1,2.471944161288892,0.5154243747105893,gaussian
Maize,2021,30.120854931788603,19.28980195824646,1887.66,69.47472389548696,2.0464262688014796,6.608991021683697,48.29444208898091,19.786703161648745,40.96431179327369,1.179767369988037,Sandy Loam,1.4822296427778368,0.33926459459387903,0,5.266269532260036,0.21580045962616262,gaussian
Soyabean,2015,30.363550176253458,18.723956612863734,1944.22,60.92682245524151,2.2981739785641655,5.789067519993535,62.65884339973255,37.651684360413284,61.604383079257794,1.939532930667272,Clay Loam,1.3868741775921776,0.5171534548045962,0,2.8819155200517415,0.33517973206057194,gaussian
Sorghum,2016,29.63752906491955,18.63666136253506,1815.93,69.14772626728248,2.0570608511175545,6.344002752399001,63.87306021657915,24.854671960059974,66.72183452320556,1.9281274873753085,Sandy Loam,1.350587309587352,0.5875318239414424,1,4.233341609716884,0.306765948977307,gaussian
Groundnut,2012,31.331233697395945,19.18519842656185,989.51,64.23216430699456,2.0776888494784265,6.206664053533683,85.57589266411253,34.81457057475539,63.026501363436516,2.1201950593274663,Sandy Loam,1.338075293377331,0.5954703970926394,0,3.1208207034022735,0.4495476174408701,gaussian
Yam,2013,30.921029492250344,19.224913937071292,1501.51,62.83898329842222,2.15145129596453,6.0128181119148,75.4649446538221,27.181827547090577,88.51076703379262,2.841569132212893,Sandy Loam,1.3046931042263836,0.5904943394053763,1,2.811763455590878,0.37259491982362636,gaussian
Okra,2012,30.917650847764097,19.045133066326983,1380.6,61.043068794516344,2.185518501276387,6.360674202133537,97.77150532136184,30.28205647236183,64.23039320083609,2.023008762527259,Sandy Loam,1.3289851934070271,0.4309742715529632,1,2.8815484595447884,0.37738640723703865,gaussian
Cowpea,2014,30.522468351175,18.975484972580816,1873.24,65.30726822941365,2.2095622182164867,5.943346559627942,90.7949104079475,33.686143630262436,66.62651410349538,1.8320943658571052,Clay Loam,1.4254431812594197,0.5588710082539876,1,3.8866542783089884,0.44810312783102035,gaussian
Yam,2016,30.673464286094323,19.140551031665893,1294.55,64.89014710377508,2.0872198685124044,5.531769131826576,99.02934208251271,33.009361832107714,81.56811145392238,4.16478032808026,Sandy Loam,1.1839932172936531,0.7309598187827051,1,1.0862042315956415,0.8240752346328653,gaussian
Okra,2021,30.16492638546807,19.108100301802946,2187.12,61.55716323180804,2.2271338547638537,6.512664718228662,58.2681289263214,27.992682992945575,47.54908950834809,1.5514609163743307,Loamy,1.509540278137827,0.3311509309402094,1,3.3761621551989194,0.28380708091784973,gaussian
Ginger,2015,30.51265585476513,18.611360519678456,1256.86,62.45670159469648,2.127385751994736,5.613441178194333,54.561373095030575,33.02280651181569,79.81681734177934,2.4422891741376507,Loamy,1.2711476825713668,0.7980009632962446,1,2.7535816379605933,0.4962570514087346,gaussian
Ginger,2016,30.67677023980667,19.47177340868489,1446.38,62.31836851700516,2.071626242243661,6.306939936922108,103.05944345269707,36.24990339852981,52.227498592758664,1.8792889150258583,Sandy Loam,1.4426874416872129,0.5435414172401138,0,3.538636169968054,0.5331573037308197,gaussian
Tomato,2021,30.133792143507232,19.203055077416447,1803.73,61.86603235471411,2.1150212582884684,5.990817525784046,57.83753286184405,21.711932712306705,45.380008185110164,1.9872261851841388,Sandy Loam,1.3532162774916705,0.4728100985953869,0,3.5227005226440866,0.35896884240002663,gaussian
Garden Egg,2011,30.653084513393495,18.891572236097552,1722.38,63.936649743737014,2.228228597597843,5.577662280070107,81.2641728044869,40.3891626629009,82.05369740324534,2.7778399759726105,Sandy Loam,1.3424513921389596,0.7882799543268844,1,3.1479668498172657,0.5681642807758701,gaussian
Soyabean,2011,30.858175633279053,18.846083190694447,1125.22,64.76625887740363,2.0820516461786625,6.402153960487593,115.67655663503409,37.69439426980618,114.50248556398789,2.3385576903690333,Loamy,1.2239505521686402,0.6857076158169191,1,2.1396871112829317,0.5556873312025916,gaussian
Cowpea,2011,31.60410958904109,19.624356164383563,953.99,58.967824947151556,2.339780821917808,5.551836427189853,60.07266946072928,38.02216682710839,66.87870034584606,2.546594133826722,Sandy Loam,1.2978096357372952,0.3938436636481333,0,2.750330605658217,0.5032641591088062,gaussian
Millet,2013,30.421804933183573,18.598752402530263,1956.62,64.20103287912582,2.3063548504772498,5.974309256587514,101.31243908779895,47.82928096261435,68.28336850732059,3.0557374485721214,Clay Loam,1.3093540983516685,0.7187999150628324,1,2.0698728464891865,0.6757158991148807,gaussian
Ginger,2016,31.00929530533127,19.27332643481804,1331.92,62.518849152721984,2.1360777194959644,6.249541318623194,62.24053399672509,32.97675387701281,59.24710441073362,1.7329419268967825,Sandy Loam,1.4752957141774385,0.608293631906144,0,2.8350334475573575,0.37559160014265053,gaussian
Cowpea,2013,30.859638123630546,18.66848672350789,1407.26,59.044812330215684,2.339780821917808,6.157273055857767,91.90966587123123,31.572799455426278,73.35167873470121,3.0585081332015838,Sandy Loam,1.2581396939662561,0.6598319414096592,1,1.415075624786791,0.6052379564638907,gaussian
Cowpea,2016,31.446564777973418,19.290245568043307,1134.27,60.312898613175314,2.177381038582566,6.626559889156296,87.00501825459466,27.969083546915186,48.27452284135352,2.766408542174525,Sandy Loam,1.3602229384990834,0.6040601671227259,1,3.6388031345481693,0.3611435799854947,gaussian
Okra,2011,31.60410958904109,19.12980536090018,869.44,64.0434090702554,2.0953013348151996,5.77194929657982,146.7039143572749,39.737956442432946,85.98141473981832,2.5666245844155506,Sandy Loam,1.1824338281510505,0.4740147260615153,1,2.6772651571887387,0.5596628027649133,gaussian
Garden Egg,2021,30.095513552211802,18.897187678943176,2020.81,59.48973603275236,2.2594772495140454,6.134834893260108,87.42899999456905,31.759032715318753,59.181539677198366,2.58239375762963,Loamy,1.44080001733166,0.4498633576155342,1,3.427711578079542,0.2976060435976024,gaussian
Ginger,2015,31.042626748991026,19.063447348750245,1062.57,67.75805598316705,2.058355493490339,6.1867155794736055,65.12120415989259,23.515273865053075,79.17967935791569,1.6189153078081455,Loamy,1.362166438423662,0.6914208324307749,1,3.1473034528169634,0.40862102455439725,gaussian
Sorghum,2016,30.753697358110824,18.865101556709316,1167.52,63.73815254067661,2.0967353010045446,6.0882074647702655,62.95419293356995,29.089941992486104,60.83662586096924,2.4123832890198016,Clay Loam,1.3999921952834635,0.36358280505610807,0,4.043108744737438,0.38343073113205256,gaussian
Ginger,2021,30.044930612356083,19.009351495471616,1539.09,64.58052379360785,2.057651123406428,6.4061289001660535,101.66653912215742,34.97999961025924,82.82062582488281,2.402163191558701,Clay Loam,1.2334469048349936,0.8823788720705981,0,1.9550676867385661,0.8240752346328653,gaussian
Tomato,2015,30.141497386211892,18.557123287671235,1717.82,62.147497314827625,2.220208259512397,6.218321386587859,82.42180645179153,46.83005978997784,63.92542587520932,3.220878485436227,Loamy,1.326431942071367,0.8435739343159012,1,2.553298119697871,0.6175560435143738,gaussian
Cotton,2021,30.033731889500505,18.737116484782042,2358.68,59.27449443169402,2.339780821917808,5.902238261941215,64.0188397198762,25.065126688779912,38.85588813788628,1.7160461082875123,Sandy Loam,1.5330685331445584,0.4026934168313048,0,4.075870750864379,0.27096786786256355,gaussian
Cowpea,2014,31.13163769573631,19.296409956390022,1086.57,65.31695844759808,2.064213501934006,6.010152362133783,93.69672166215433,36.84934165284534,74.40340253340476,3.4804317232649744,Loamy,1.1322199692849473,0.8016883517714941,1,2.016985637897225,0.6783212602211878,gaussian
Millet,2016,30.20967737772034,18.9551681913901,2053.87,61.88029217241624,2.2173869804721456,5.968370895069012,146.6627532726041,48.32020338502507,80.03062430167527,3.295169768342366,Sandy Loam,1.3540643136580632,0.7681398120467628,1,1.0862042315956415,0.735191813527923,gaussian
Maize,2014,30.3754486159677,18.88556252870959,1845.19,67.88657819214696,2.154766762247054,5.753625723006683,76.29851366646409,36.67647623598698,96.35606533353888,2.60897564616449,Sandy Loam,1.261483455886826,0.9426589310396536,1,1.6758052972422313,0.6837687181692367,gaussian
Cocoyam,2015,31.121818370218485,19.225874257035528,1491.5,60.08488781229632,2.2598801524851817,6.277092541071313,90.3631730399105,29.912929925024557,64.06158948405665,1.9744981508962094,Clay Loam,1.3886174805116918,0.7110388795777904,1,2.395758102963992,0.472577944705884,gaussian
Onion,2015,30.457127942560604,19.0801921028099,1527.0,60.80838277330314,2.146003550995891,6.107016141856093,69.17492709898606,38.86663970433678,57.89985407968633,2.300461679740467,Sandy Loam,1.2966492581041986,0.4474751415561862,0,2.5829607638649072,0.6035715747393443,gaussian
